PAP (mmHg)
9.0968
9.1613
9.2258
9.2258
9.2258
9.2258
9.2258
9.2903
9.2258
9.0323
8.6452
8.4516
8.7742
9.5484
10.4516
10.9032
10.9032
10.6452
10.5161
10.5161
10.7097
10.9677
11.1613
11.4194
11.6129
11.6774
11.6129
11.5484
11.4194
11.2903
11.2258
11.2258
11.2258
11.2903
11.2903
11.2903
11.3548
11.2903
11.1613
11.0323
11.0323
10.9677
10.9032
10.8387
10.6452
10.5161
10.3871
10.1935
10.1290
10.0000
9.9355
9.9355
10.0000
10.1290
10.3871
10.6452
10.7742
10.9032
11.1613
11.5484
11.8710
12.0645
12.2581
12.5161
12.7742
12.8387
12.9032
12.8387
12.7097
12.3871
12.0000
11.6129
11.2903
11.0323
11.0323
11.0323
11.0968
11.2258
11.2258
11.1613
11.0323
10.9677
10.8387
10.7097
10.5161
10.2581
10.0645
9.8710
9.7419
9.6129
9.4839
9.3548
9.0968
8.9677
8.7742
8.7097
8.7097
8.7097
8.7097
8.7097
8.7097
8.7097
8.7742
8.9677
9.1613
9.4194
9.7419
10.0645
10.3226
10.5806
10.7097
10.8387
10.9032
10.9677
10.9677
11.0323
11.0323
11.0323
11.0323
11.0323
11.0323
11.0323
11.0323
11.0323
11.0323
11.2258
11.6774
12.0645
12.1290
11.7419
11.1613
10.7742
10.3871
10.0645
9.8710
9.9355
10.1935
10.5806
10.9032
11.0968
11.1613
11.0968
11.0968
11.0968
11.0323
11.0323
11.0323
11.0968
11.2903
11.6129
12.0000
12.4516
12.8387
13.0968
13.2903
13.4194
13.4839
13.4194
13.2903
13.1613
13.0323
12.9032
12.7742
12.5806
12.3226
12.1935
12.1290
12.0645
12.1290
12.1290
12.0645
11.9355
11.8065
11.5484
11.2903
10.9677
10.5161
10.0645
9.5484
9.2258
9.0323
8.8387
8.7097
8.5806
8.4516
8.3226
8.2581
8.1935
8.1290
8.0000
7.9355
7.8065
7.7419
7.6774
7.7419
7.9355
8.0645
8.1290
8.1935
8.3871
8.5806
8.7742
8.8387
8.9677
9.0323
9.1613
9.2903
9.2903
9.3548
9.4839
9.6129
9.6774
9.6129
9.6129
9.5484
9.3548
9.1613
9.0323
8.9677
8.8387
8.7097
8.5806
8.5806
8.6452
8.7097
8.6452
8.5806
8.3871
8.1290
7.9355
7.8065
7.7419
7.6129
7.5484
7.5484
7.8710
8.3226
8.8387
9.3548
10.0000
10.6452
11.0968
11.4194
11.6774
11.8710
11.8710
11.8710
11.7419
11.5484
11.2903
11.0323
10.7742
10.5806
10.5161
10.3226
10.1290
9.8710
9.5484
9.2258
9.0323
8.7742
8.6452
8.5161
8.4516
8.3871
8.2581
8.0000
7.7419
7.4194
7.0968
6.8387
6.5161
6.2581
5.9355
5.6129
5.2903
5.2258
5.2258
5.2258
5.2258
5.2258
5.3548
5.4839
5.7419
6.0645
6.5161
7.0323
7.3548
7.7419
8.0000
8.3226
8.6452
9.0323
9.4194
9.8710
10.1290
10.3226
10.5161
10.7097
10.9032
11.0323
11.2258
11.4194
11.6774
11.8710
12.0000
12.0645
12.0645
11.8710
11.6774
11.5484
11.4194
11.3548
11.2903
11.1613
11.0323
10.9677
10.9032
10.7742
10.7097
10.6452
10.6452
10.5806
10.5806
10.5806
10.7097
10.8387
10.9677
11.1613
11.4194
11.8710
12.3871
12.9677
13.4839
13.9355
14.2581
14.3871
14.3871
14.4516
14.4516
14.3871
14.1935
14.0000
13.8710
13.8065
13.6774
13.5484
13.3548
13.0968
12.8387
12.5806
12.3871
12.2581
12.1935
12.1290
12.0000
11.8710
11.6774
11.4839
11.2903
11.0323
10.8387
10.5161
10.2581
10.0645
9.8710
9.6774
9.4194
9.2258
9.1613
9.2903
9.3548
9.4194
9.4839
9.4839
9.5484
9.6129
9.7419
9.8710
10.0000
10.0645
10.0645
10.1290
10.2581
10.5161
10.7742
11.0323
11.2903
11.4839
11.6129
11.8065
11.9355
12.1290
12.1935
12.0645
11.9355
11.9355
11.9355
11.9355
11.8065
11.6774
11.5484
11.4839
11.4194
11.4194
11.4194
11.3548
11.2258
11.0968
11.0323
10.9677
10.8387
10.7742
10.6452
10.5806
10.5806
10.7097
10.8387
10.9677
11.1613
11.3548
11.6774
12.0000
12.2581
12.5806
12.8387
13.0323
