PAP (mmHg)
17.0968
17.0323
16.8387
16.6452
16.3871
16.1290
15.9355
15.6774
15.4839
15.2258
15.0323
14.8387
14.7097
14.5806
14.6452
14.7742
14.9677
15.0323
15.2258
15.4839
15.8065
16.1290
16.3871
16.5806
16.8387
17.0323
17.3548
17.8710
18.5161
19.2903
20.1935
21.0323
21.4194
21.4839
21.3548
21.2258
21.0968
21.0323
21.0323
21.4194
22.0645
22.8387
23.5484
24.2581
24.8387
25.0323
25.0323
24.7742
24.4516
24.2581
24.2581
24.6452
25.4194
26.9032
29.0968
32.0000
35.2903
38.7742
42.0645
44.9032
46.9677
48.3226
49.0323
49.1613
49.0968
49.0323
49.1613
49.6129
50.4516
51.3548
52.4516
53.4839
54.4516
55.0968
55.6129
55.8710
55.9355
55.8065
55.5484
55.0968
54.5161
53.7419
52.7097
51.4194
49.9355
48.2581
46.1935
43.8710
41.2258
38.5161
35.7419
33.0968
30.7097
28.3226
26.0645
23.7419
21.6774
20.0000
18.8387
18.1290
17.6774
17.1613
16.7097
16.2581
16.2581
16.5161
16.8387
17.0323
17.1613
17.2903
17.4839
17.6774
17.8065
17.8710
18.0000
18.1290
18.1935
18.1935
18.3226
18.4516
18.6452
18.9677
19.2903
19.6129
19.8710
19.8710
19.6129
19.0323
18.3226
17.4839
16.9032
16.5806
16.8387
17.5484
18.7742
20.0000
21.1613
22.1290
22.5161
22.3226
21.6129
20.7742
19.8710
19.4194
19.6129
20.5161
22.1935
24.6452
27.6129
31.0323
34.7097
38.1290
41.0323
43.4194
45.0968
46.2581
46.8387
47.0968
47.3548
47.6774
48.1290
48.6452
49.2258
50.0645
50.8387
51.4194
52.0000
52.3871
52.6452
52.6452
52.4516
52.2581
51.8710
51.3548
50.5161
49.3548
47.9355
46.2581
44.3226
42.0645
39.5484
36.9677
34.3226
31.7419
29.2903
27.0323
24.9032
22.9677
21.2258
19.7419
18.5161
17.4194
16.5161
15.8065
15.4194
15.2903
15.3548
15.6129
16.0000
16.4516
16.9032
17.2258
17.6129
17.8065
17.9355
18.0000
18.0000
18.0000
18.0000
18.0000
18.0000
18.0000
18.1290
18.3226
18.6452
18.9677
19.4194
19.9355
20.2581
20.3226
20.0000
19.4194
18.7742
18.1290
17.7419
17.8710
18.5161
19.4839
20.6452
21.6774
22.4516
22.7097
22.5806
22.0645
21.4839
21.0323
20.7742
20.7097
21.0323
22.2581
24.5161
27.3548
30.7742
34.1935
37.5484
40.5161
42.8387
44.4516
45.2903
45.7419
45.9355
46.0645
46.3226
46.7742
47.4194
48.3871
49.3548
50.3226
51.0968
51.7419
52.1290
52.3871
52.3871
52.2581
52.0645
51.7419
51.0968
50.3871
49.4194
48.3226
46.9032
45.1613
43.2258
41.0968
38.7742
36.2581
33.7419
31.3548
29.1613
27.0323
25.0323
23.0968
21.2258
19.4839
17.9355
16.6452
