V (mV)
0.9569
0.9667
0.9510
0.9608
0.9569
0.9706
0.9569
0.9667
0.9608
0.9706
0.9667
0.9765
0.9608
0.9706
0.9667
0.9765
0.9667
0.9608
0.9765
0.9706
0.9765
0.9667
0.9765
0.9667
0.9765
0.9667
0.9765
0.9765
0.9824
0.9765
0.9863
0.9922
1.0020
0.9608
0.9569
0.9510
0.9510
0.9608
0.9765
0.9765
0.9863
0.9765
0.9824
0.9863
0.9765
0.9863
0.9765
0.9863
0.9608
0.8961
0.8255
0.8353
0.6706
0.6608
0.8118
0.9667
1.0118
1.0510
1.0471
1.0608
1.0510
1.0608
1.0471
1.0510
1.0471
1.0510
1.0412
1.0471
1.0373
1.0314
1.0373
1.0275
1.0373
1.0275
1.0314
1.0216
1.0373
1.0314
1.0412
1.0314
1.0471
1.0412
1.0412
1.0314
1.0373
1.0118
1.0020
0.9863
0.9824
0.9667
0.9706
0.9569
0.9667
0.9569
0.9667
0.9706
0.9608
0.9706
0.9569
0.9667
0.9569
0.9667
0.9569
0.9667
0.9569
0.9667
0.9608
0.9765
0.9667
0.9765
0.9608
0.9765
0.9706
0.9765
0.9667
0.9706
0.9608
0.9706
0.9765
0.9667
0.9824
0.9765
0.9961
0.9863
0.9706
0.9569
0.9510
0.9373
0.9667
0.9608
0.9765
0.9706
0.9863
0.9765
0.9863
0.9765
0.9863
0.9765
0.9824
0.9510
0.9020
0.8157
0.8216
0.6706
0.6510
0.7765
0.9510
1.0118
1.0373
1.0471
1.0471
1.0510
1.0412
1.0471
1.0471
1.0471
1.0373
1.0471
1.0314
1.0412
1.0216
1.0314
1.0216
1.0373
1.0314
1.0471
1.0314
1.0373
1.0314
1.0412
1.0471
1.0412
1.0510
1.0412
1.0471
1.0314
1.0216
1.0059
0.9961
0.9765
0.9824
0.9608
0.9706
0.9667
0.9667
0.9569
0.9667
0.9569
0.9667
0.9510
0.9608
0.9510
0.9608
0.9510
0.9608
0.9569
0.9608
0.9667
0.9510
0.9608
0.9510
0.9667
0.9569
0.9667
0.9608
0.9667
0.9608
0.9765
0.9706
0.9765
0.9706
0.9863
0.9765
0.9961
0.9765
0.9667
0.9471
0.9412
0.9510
0.9471
0.9667
0.9608
0.9824
0.9765
0.9922
0.9765
0.9863
0.9765
0.9863
0.9765
0.9667
0.9059
0.8353
0.8000
0.7059
0.6863
0.8216
0.9510
1.0157
1.0314
1.0471
1.0471
1.0510
1.0471
1.0471
1.0412
1.0373
1.0412
1.0314
1.0373
1.0216
1.0275
1.0216
1.0275
1.0216
1.0216
1.0118
1.0216
1.0216
1.0314
1.0216
1.0216
1.0216
1.0275
1.0157
1.0157
1.0020
1.0020
0.9824
0.9765
0.9608
0.9569
0.9608
0.9510
0.9608
0.9510
0.9667
0.9510
0.9608
0.9510
0.9569
0.9510
0.9510
0.9471
0.9510
0.9471
0.9510
0.9471
0.9510
0.9471
0.9608
0.9569
0.9608
0.9667
0.9569
0.9667
0.9569
0.9706
0.9608
0.9765
0.9706
0.9765
0.9765
0.9863
0.9863
0.9922
0.9569
0.9569
0.9510
0.9569
0.9608
0.9765
0.9765
0.9863
0.9765
0.9863
0.9765
0.9824
0.9765
0.9824
0.9667
0.9373
0.8608
0.8255
0.7412
0.6804
0.7314
0.8902
0.9961
1.0216
1.0471
1.0412
1.0471
1.0471
1.0471
1.0412
1.0471
1.0314
1.0412
1.0275
1.0373
1.0275
1.0314
1.0216
1.0314
1.0216
1.0314
1.0216
1.0216
1.0314
1.0373
1.0412
1.0373
1.0471
1.0412
1.0373
1.0275
1.0216
1.0118
1.0020
0.9863
0.9922
0.9706
0.9765
0.9667
0.9706
0.9608
0.9706
0.9608
0.9667
0.9608
0.9569
0.9706
0.9569
0.9608
0.9510
0.9667
0.9569
0.9765
0.9608
0.9706
0.9608
0.9706
0.9667
0.9765
0.9706
0.9765
0.9706
0.9824
0.9706
0.9824
0.9765
0.9824
0.9765
0.9961
0.9863
0.9765
0.9569
0.9510
0.9471
0.9569
0.9667
0.9608
0.9765
0.9765
0.9863
0.9765
0.9824
0.9765
0.9863
0.9765
0.9824
0.9216
0.8451
0.8255
0.7098
0.6510
0.7451
0.9216
1.0059
1.0275
1.0471
1.0510
1.0471
1.0608
1.0471
1.0510
1.0471
1.0471
1.0412
1.0471
1.0373
1.0412
1.0314
1.0471
1.0314
1.0412
1.0275
1.0412
1.0314
1.0412
1.0373
1.0471
1.0412
1.0471
1.0471
1.0471
1.0314
1.0275
1.0157
1.0020
0.9824
0.9765
0.9706
0.9667
0.9706
0.9569
0.9667
0.9608
0.9667
0.9608
0.9706
0.9569
0.9667
0.9510
0.9608
0.9569
0.9765
0.9608
0.9706
0.9608
0.9706
0.9765
0.9667
0.9765
0.9706
0.9765
0.9667
0.9765
0.9667
0.9765
0.9706
0.9765
0.9765
0.9824
0.9765
0.9961
0.9863
0.9706
0.9510
0.9569
0.9471
0.9667
0.9706
0.9824
0.9765
0.9863
0.9765
0.9863
0.9961
0.9824
0.9922
0.9824
0.9863
0.9255
0.8412
0.8216
0.7000
0.6451
0.7510
0.9216
1.0118
1.0373
1.0569
1.0471
1.0569
1.0471
1.0471
1.0412
1.0471
1.0373
1.0314
1.0412
1.0314
1.0216
1.0216
1.0275
1.0216
1.0314
1.0216
1.0314
1.0216
1.0373
1.0275
1.0373
1.0314
1.0412
1.0275
1.0373
1.0275
1.0314
1.0020
1.0020
0.9765
0.9765
0.9667
0.9706
0.9569
0.9608
0.9667
0.9608
0.9667
0.9569
0.9667
0.9608
0.9706
0.9608
0.9667
0.9608
0.9706
0.9569
0.9706
0.9608
0.9706
0.9667
0.9765
0.9667
0.9765
0.9765
0.9824
0.9706
0.9765
0.9706
0.9765
0.9706
0.9824
0.9863
0.9765
0.9922
0.9922
0.9706
0.9510
0.9471
0.9373
0.9569
0.9569
0.9765
0.9765
0.9824
0.9765
0.9824
0.9765
0.9863
0.9824
0.9863
0.9706
0.9373
0.8451
0.8216
0.7314
0.6804
0.7510
0.9059
0.9961
1.0275
1.0471
1.0471
1.0471
1.0412
1.0471
1.0373
1.0471
1.0314
1.0373
1.0216
1.0373
1.0314
1.0373
1.0216
1.0275
1.0216
1.0216
1.0157
1.0216
1.0216
1.0216
1.0275
1.0216
1.0275
1.0216
1.0275
1.0118
1.0157
0.9922
0.9824
0.9667
0.9765
0.9569
0.9608
0.9510
0.9667
0.9569
0.9667
0.9510
0.9608
0.9510
0.9569
0.9510
0.9569
0.9608
0.9510
0.9608
0.9510
0.9608
0.9569
0.9608
0.9510
0.9667
0.9608
0.9765
0.9667
0.9765
0.9706
0.9765
0.9706
0.9765
0.9706
0.9824
0.9765
0.9863
0.9824
0.9863
0.9569
0.9569
0.9471
0.9412
0.9569
0.9667
0.9706
0.9765
0.9824
0.9765
0.9863
0.9765
0.9863
0.9824
0.9863
0.9569
0.9216
0.8314
0.8353
0.6961
0.6706
0.7667
0.9471
1.0020
1.0412
1.0471
1.0412
1.0510
1.0471
1.0412
1.0373
1.0471
1.0373
1.0471
1.0314
1.0412
1.0216
1.0373
1.0216
1.0275
1.0216
1.0314
1.0216
1.0314
1.0275
1.0373
1.0314
1.0412
1.0314
1.0412
1.0314
1.0373
1.0157
1.0059
0.9922
0.9824
0.9706
0.9608
0.9706
0.9608
0.9706
0.9569
0.9706
0.9608
0.9706
0.9569
0.9667
0.9569
0.9667
0.9569
0.9667
0.9569
0.9706
0.9667
0.9765
0.9667
0.9765
0.9765
0.9765
0.9765
0.9706
0.9824
0.9765
0.9824
0.9765
0.9824
0.9765
0.9863
0.9765
0.9961
0.9961
0.9863
0.9667
0.9608
0.9510
0.9569
0.9569
0.9765
0.9706
0.9824
0.9863
0.9765
0.9824
0.9765
0.9863
0.9765
0.9922
0.9608
0.8902
0.8314
0.8353
0.6765
0.6647
0.8118
0.9706
1.0157
1.0471
1.0471
1.0569
1.0471
1.0569
1.0412
1.0471
1.0412
1.0471
1.0373
1.0412
1.0275
1.0314
1.0412
1.0314
1.0216
1.0275
1.0373
1.0275
1.0373
1.0314
1.0412
1.0314
1.0471
1.0412
1.0471
1.0373
1.0412
1.0216
1.0157
0.9863
0.9922
0.9706
0.9765
0.9608
0.9706
0.9608
0.9569
0.9706
0.9667
0.9765
0.9667
0.9765
0.9608
0.9706
0.9569
0.9667
0.9608
0.9706
0.9608
0.9765
0.9706
0.9765
0.9706
0.9765
0.9706
0.9765
0.9706
0.9765
0.9706
0.9765
0.9824
0.9765
0.9824
0.9765
0.9922
0.9863
1.0020
0.9765
0.9608
0.9569
0.9510
0.9667
0.9765
0.9765
0.9824
0.9765
0.9863
0.9824
0.9922
0.9824
0.9961
0.9824
0.9765
0.9216
0.8510
0.8314
0.7216
0.6647
0.7510
0.8961
0.9961
1.0373
1.0471
1.0569
1.0510
1.0608
1.0471
1.0510
1.0471
1.0510
1.0412
1.0471
1.0373
1.0373
1.0216
1.0314
1.0216
1.0314
1.0216
1.0314
1.0216
1.0275
1.0314
1.0275
1.0373
1.0275
1.0373
1.0275
1.0373
1.0157
1.0059
0.9961
0.9863
0.9765
0.9765
0.9667
0.9706
0.9569
0.9667
0.9569
0.9706
0.9667
0.9765
0.9608
0.9667
0.9569
0.9608
0.9667
0.9569
0.9608
0.9510
0.9667
0.9569
0.9706
0.9608
0.9667
0.9569
0.9706
0.9608
0.9765
0.9667
0.9706
0.9569
0.9765
0.9667
0.9765
0.9706
0.9863
0.9608
0.9569
0.9471
0.9412
0.9471
0.9667
0.9608
0.9765
0.9824
0.9765
0.9824
0.9765
0.9824
0.9765
0.9863
0.9765
0.9608
0.8961
0.8353
0.7961
0.7000
0.6765
0.8255
0.9667
1.0157
1.0314
1.0471
1.0412
1.0471
1.0373
1.0412
1.0314
1.0275
1.0373
1.0275
1.0373
1.0216
1.0314
1.0216
1.0275
1.0216
1.0275
1.0216
1.0314
1.0216
1.0314
1.0275
1.0373
1.0275
1.0412
1.0216
1.0314
1.0118
1.0118
0.9961
0.9922
0.9765
0.9765
0.9667
0.9667
0.9706
0.9569
0.9706
0.9569
0.9706
0.9608
0.9706
0.9608
0.9765
0.9608
0.9765
0.9608
0.9667
0.9569
0.9706
0.9667
0.9706
0.9608
0.9706
0.9765
0.9667
0.9765
0.9667
0.9824
0.9765
0.9863
0.9765
0.9824
0.9765
0.9922
0.9863
1.0020
0.9765
0.9706
0.9510
0.9569
0.9510
0.9765
0.9667
0.9824
0.9765
0.9922
0.9824
0.9922
0.9961
0.9824
0.9961
0.9863
0.9667
0.9118
0.8314
0.8353
0.6902
0.6608
0.7961
0.9510
1.0157
1.0373
1.0569
1.0471
1.0510
1.0471
1.0510
1.0412
1.0471
1.0373
1.0412
1.0275
1.0412
1.0275
1.0314
1.0373
1.0275
1.0216
1.0275
1.0373
1.0275
1.0373
1.0275
1.0373
1.0412
1.0471
1.0373
1.0412
1.0216
1.0275
1.0020
0.9961
0.9765
0.9765
0.9667
0.9706
0.9569
0.9667
0.9510
0.9667
0.9608
0.9667
0.9706
0.9569
0.9667
0.9569
0.9667
0.9569
0.9706
0.9608
0.9706
0.9569
0.9667
0.9667
0.9765
0.9706
0.9765
0.9706
0.9765
0.9706
0.9765
0.9765
0.9824
0.9765
0.9824
0.9765
0.9922
1.0020
0.9961
0.9706
0.9608
0.9569
0.9510
0.9667
0.9608
0.9765
0.9765
0.9824
0.9765
0.9824
0.9765
0.9863
0.9765
0.9863
0.9706
0.9510
0.8608
0.8314
0.7451
0.6804
0.6647
0.8706
0.9824
1.0275
1.0412
1.0471
1.0569
1.0412
1.0471
1.0412
1.0471
1.0373
1.0412
1.0373
1.0412
1.0314
1.0373
1.0216
1.0275
1.0216
1.0314
1.0275
1.0314
1.0216
1.0314
1.0373
1.0412
1.0471
1.0412
1.0471
1.0275
1.0216
1.0118
1.0020
0.9922
0.9824
0.9765
0.9824
0.9667
0.9706
0.9569
0.9667
0.9510
0.9667
0.9608
0.9706
0.9569
0.9608
0.9510
0.9608
0.9510
0.9608
0.9510
0.9608
0.9667
0.9608
0.9667
0.9608
0.9765
0.9667
0.9765
0.9667
0.9765
0.9706
0.9765
0.9706
0.9765
0.9706
0.9824
0.9765
1.0020
0.9824
0.9706
0.9510
0.9510
0.9412
0.9608
0.9569
0.9706
0.9765
0.9706
0.9765
0.9706
0.9824
0.9765
0.9863
0.9765
0.9824
0.9314
0.8569
0.8255
0.7510
0.6902
0.7706
0.9118
1.0059
1.0216
1.0471
1.0412
