II (mV)
0.5949
0.5998
0.5998
0.6155
0.6301
0.6399
0.6497
0.6654
0.6849
0.7202
0.7554
0.7701
0.7407
0.6898
0.6399
0.5949
0.5499
0.5352
0.5352
0.5401
0.5499
0.5646
0.5851
0.6497
0.7750
0.9256
0.9853
0.8855
0.7250
0.6252
0.5753
0.5401
0.5000
0.4746
0.4697
0.4697
0.4697
0.4697
0.4746
0.4804
0.4804
0.4746
0.4746
0.4804
0.4853
0.4902
0.4853
0.4853
0.4853
0.4902
0.4951
0.5098
0.5196
0.5254
0.5303
0.5401
0.5548
0.5597
0.5646
0.5753
0.5802
0.5900
0.5949
0.6047
0.6106
0.6106
0.6047
0.5998
0.5949
0.5851
0.5851
0.5802
0.5802
0.5802
0.5802
0.5753
0.5753
0.5705
0.5646
0.5646
0.5646
0.5705
0.5705
0.5705
0.5802
0.5851
0.5753
0.5705
0.5705
0.5753
0.5753
0.5802
0.5851
0.6047
0.6204
0.6350
0.6497
0.6605
0.6898
0.7250
0.7456
0.7250
0.6849
0.6399
0.6047
0.5705
0.5597
0.5548
0.5548
0.5548
0.5705
0.5802
0.6204
0.7202
0.8650
0.9804
0.9853
0.7955
0.6605
0.5949
0.5548
0.5196
0.4951
0.4853
0.4746
0.4746
0.4902
0.5000
0.4902
0.4853
0.4853
0.4804
0.4853
0.4951
0.5049
0.5049
0.5049
0.5049
0.5049
0.5098
0.5098
0.5098
0.5254
0.5352
0.5352
0.5499
0.5851
0.6047
0.6155
0.6155
0.6106
0.6047
0.6047
0.6155
0.6252
0.6204
0.6155
0.5998
0.5949
0.5998
0.6106
0.5998
0.5998
0.6047
0.6106
0.6106
0.6047
0.6047
0.6106
0.6155
0.6204
0.6204
0.6252
0.6155
0.6106
0.6106
0.6106
0.6047
0.5998
0.5949
0.5949
0.5949
0.5949
0.6106
0.6350
0.6448
0.6556
0.6654
0.6849
0.7153
0.7407
0.7456
0.6947
0.6399
0.5949
0.5646
0.5499
0.5401
0.5352
0.5352
0.5450
0.5646
0.5998
0.6751
0.8102
0.9452
0.9804
0.8405
0.6898
0.6047
0.5646
0.5352
0.5098
0.5000
0.5000
0.4951
0.4951
0.4951
0.4951
0.5000
0.5049
0.5049
0.5000
0.5049
0.5098
0.4951
0.4951
0.5049
0.5098
0.5147
0.5254
0.5254
0.5196
0.5254
0.5401
0.5499
0.5548
0.5646
0.5802
0.5851
0.5900
0.5949
0.5949
0.5949
0.5949
0.5900
0.5900
0.5900
0.5802
0.5802
0.5802
0.5851
0.5802
0.5802
0.5802
0.5802
0.5851
0.5900
0.5949
0.5851
0.5851
0.5900
0.5851
0.5802
0.5851
0.5900
0.5949
0.5998
0.5998
0.5998
0.5998
0.5998
0.5998
0.6155
0.6301
0.6399
0.6497
0.6751
0.6947
0.7153
0.7505
0.7750
0.7505
0.6947
0.6497
0.6106
0.5753
0.5597
0.5597
0.5548
0.5597
0.5802
0.6047
0.6556
0.7603
0.9100
0.9951
0.9100
0.7407
0.6252
0.5802
0.5548
0.5254
0.5049
0.5049
0.5049
0.5049
0.5049
0.5049
0.5049
0.5049
0.5098
0.5196
0.5303
0.5352
0.5352
0.5352
0.5352
0.5401
0.5450
0.5499
0.5499
