ABP (mmHg)
112.8423
113.2335
113.429
113.2335
112.8423
112.2556
111.4733
110.4955
109.5177
108.1487
106.3886
104.6285
102.6728
100.1304
97.3925
94.2634
90.9388
87.6141
84.2895
81.356
78.618
76.2712
74.3156
72.751
71.5776
70.5998
70.0131
69.6219
69.4264
69.2308
69.2308
69.2308
69.0352
69.0352
69.0352
69.0352
68.8397
68.6441
68.4485
68.0574
67.6663
67.4707
66.884
66.4929
66.1017
65.515
65.1239
64.5372
64.1461
63.5594
63.1682
62.7771
62.1904
61.7993
61.4081
61.017
60.6259
60.2347
59.8436
59.648
59.4525
59.0613
58.8657
58.4746
58.279
58.0835
57.6923
57.4968
57.1056
56.9101
56.7145
56.3234
56.1278
55.7367
55.5411
55.15
54.7588
54.5633
54.1721
54.1721
55.15
57.3012
61.4081
67.8618
75.6845
84.2895
92.5033
99.7393
105.4108
109.5177
111.8645
113.2335
113.429
113.429
113.0379
112.6467
111.8645
111.0822
110.1044
108.7354
107.1709
105.6063
103.4551
101.1083
98.5659
95.6324
92.3078
88.9831
85.4629
82.3338
79.4003
76.8579
74.7067
73.1422
71.7732
70.7954
70.2087
69.8175
69.6219
69.4264
69.4264
69.4264
69.4264
69.4264
69.4264
69.4264
69.2308
69.0352
68.8397
68.6441
68.253
67.8618
67.4707
67.0796
66.4929
66.1017
65.7106
65.1239
64.5372
64.1461
63.5594
63.1682
62.5815
62.1904
61.6037
61.2126
60.8214
60.4303
60.2347
59.8436
59.648
59.4525
59.2569
58.8657
58.6702
58.279
58.0835
57.8879
57.4968
57.3012
57.1056
56.9101
56.5189
56.3234
55.9322
55.5411
55.3455
54.9544
54.5633
54.3677
54.3677
55.15
57.3012
61.4081
67.4707
75.2934
83.7028
91.9166
99.1526
105.0196
109.1265
111.6689
113.0379
113.6246
113.6246
113.2335
112.8423
112.06
111.2778
110.1044
108.7354
107.1709
105.6063
103.4551
101.1083
98.5659
95.4368
92.1122
88.592
85.0718
81.5516
78.4225
75.6845
73.5333
71.5776
70.4042
69.4264
68.8397
68.6441
68.4485
68.4485
68.4485
68.4485
68.4485
68.4485
68.4485
68.4485
68.4485
68.0574
67.8618
67.4707
67.2751
66.884
66.4929
65.9062
65.515
64.9283
64.5372
63.9505
63.5594
62.9727
62.5815
61.9948
61.6037
61.2126
60.6259
60.2347
60.0392
59.648
59.4525
59.0613
58.8657
58.4746
58.279
58.0835
57.6923
57.3012
57.1056
56.9101
56.7145
56.5189
56.1278
55.9322
55.5411
55.3455
54.9544
54.5633
54.1721
53.781
53.5854
53.3899
53.3899
53.9766
55.9322
59.8436
65.7106
73.3377
81.5516
89.9609
97.1969
103.2595
107.7576
110.8866
112.6467
113.2335
113.2335
113.0379
112.2556
111.6689
110.6911
109.5177
108.1487
106.7797
105.2152
103.2595
101.1083
98.5659
95.6324
92.5033
89.1787
85.854
82.725
79.987
77.4446
75.2934
73.7289
72.5555
71.7732
71.3821
70.9909
70.9909
70.7954
70.7954
70.9909
70.7954
70.7954
70.7954
70.5998
70.4042
70.2087
69.8175
69.4264
69.0352
68.8397
68.4485
67.8618
67.4707
66.884
66.4929
65.9062
65.515
64.9283
64.5372
64.1461
63.5594
63.1682
62.7771
62.386
61.7993
61.6037
61.4081
61.017
60.8214
60.4303
60.2347
60.0392
59.8436
59.4525
59.2569
59.0613
58.6702
58.4746
58.279
57.8879
57.4968
57.1056
56.9101
56.5189
56.1278
55.9322
55.5411
55.5411
56.1278
57.8879
61.6037
67.4707
75.489
84.2895
93.2856
101.3038
107.7576
112.2556
115.1891
116.7537
117.5359
117.5359
117.3404
116.9492
116.3625
115.7758
114.798
113.8202
112.6467
111.0822
109.3221
107.1709
104.6285
101.8905
98.7615
95.2413
91.7211
88.2008
84.8762
81.9427
79.4003
77.2491
75.489
74.3156
73.3377
72.751
72.3599
72.1643
72.1643
71.9688
71.9688
71.9688
71.9688
71.7732
71.5776
71.5776
71.1865
70.9909
70.5998
70.4042
69.8175
69.4264
69.0352
68.4485
68.0574
67.4707
67.0796
66.4929
65.9062
65.515
64.9283
64.5372
64.1461
63.5594
63.1682
62.7771
62.386
62.1904
61.7993
61.4081
61.2126
61.017
60.6259
60.4303
60.0392
59.8436
59.4525
59.2569
59.0613
58.6702
58.279
58.0835
57.8879
57.4968
57.1056
56.7145
56.5189
56.1278
56.3234
57.1056
59.2569
63.7549
70.4042
78.618
87.4186
96.0235
103.6507
109.5177
113.8202
116.3625
117.7315
118.1226
118.1226
117.9271
117.5359
116.9492
116.3625
115.3847
114.0157
112.6467
111.0822
109.1265
106.9753
104.2374
101.3038
97.9792
94.459
90.9388
87.4186
84.2895
81.356
79.0092
76.8579
75.2934
74.12
73.3377
72.9466
72.5555
72.3599
72.1643
72.1643
72.1643
71.9688
71.9688
71.7732
71.7732
71.5776
71.1865
70.9909
70.5998
70.2087
69.8175
69.4264
69.0352
68.4485
68.0574
67.4707
66.884
66.4929
65.9062
65.3195
64.9283
64.3416
63.9505
63.3638
62.9727
62.5815
62.1904
61.9948
61.6037
61.4081
61.2126
60.8214
60.6259
60.2347
59.8436
59.648
59.4525
59.0613
58.8657
58.6702
58.279
58.0835
57.6923
57.4968
57.1056
56.9101
56.5189
56.1278
55.9322
55.9322
56.7145
59.0613
63.3638
70.0131
78.2269
87.223
95.6324
103.2595
109.1265
113.2335
115.9714
117.3404
117.9271
117.9271
117.7315
117.1448
116.5581
115.7758
114.6024
113.2335
111.8645
110.1044
107.9531
105.6063
102.8684
99.7393
96.2191
92.5033
88.9831
85.4629
82.1383
79.4003
77.0535
75.0978
73.7289
72.751
71.9688
71.5776
71.3821
71.1865
71.1865
71.1865
70.9909
70.9909
70.7954
70.7954
70.5998
70.4042
70.2087
69.8175
69.4264
69.0352
68.6441
68.0574
67.6663
67.0796
66.6884
66.1017
65.515
65.1239
64.5372
63.9505
63.5594
62.9727
62.5815
61.9948
61.6037
61.4081
61.017
60.8214
60.4303
60.2347
59.8436
59.648
59.4525
59.0613
58.6702
58.4746
58.0835
57.8879
57.6923
57.4968
57.3012
56.9101
56.7145
56.3234
55.9322
55.5411
55.3455
54.9544
54.7588
54.5633
55.3455
57.1056
60.8214
66.4929
74.12
82.9205
91.5255
99.3482
105.8019
110.6911
114.0157
115.9714
116.7537
117.1448
116.9492
116.5581
115.9714
115.1891
114.0157
112.8423
111.4733
109.9088
107.9531
105.6063
103.064
100.1304
96.8058
93.2856
89.7654
86.2452
83.1161
80.1826
77.8358
75.6845
74.3156
73.3377
72.5555
72.1643
71.9688
71.9688
71.9688
71.7732
71.7732
71.7732
71.7732
71.5776
71.3821
71.1865
70.9909
70.5998
70.2087
69.8175
69.4264
69.0352
68.8397
68.253
67.8618
67.2751
66.884
66.2973
65.9062
65.3195
64.9283
64.5372
63.9505
63.5594
62.9727
62.5815
62.1904
61.9948
61.6037
61.4081
61.2126
60.8214
60.6259
60.4303
60.0392
59.8436
59.4525
59.0613
58.8657
58.6702
58.279
58.0835
57.8879
57.4968
57.1056
56.9101
56.5189
56.3234
56.1278
56.1278
57.3012
59.8436
64.7328
71.9688
80.5737
89.7654
98.5659
105.9975
111.6689
115.5803
117.9271
119.296
119.6872
119.6872
119.4916
119.296
118.7093
117.9271
116.9492
115.7758
114.4069
112.6467
110.6911
108.3443
105.6063
102.4773
98.957
95.4368
91.7211
88.2008
84.8762
81.9427
79.4003
77.4446
75.6845
74.7067
73.7289
73.3377
72.9466
72.751
72.751
72.5555
72.5555
72.5555
72.3599
72.3599
72.1643
71.9688
71.7732
71.3821
70.9909
70.5998
70.2087
69.8175
69.2308
68.8397
68.253
67.8618
67.2751
66.6884
66.1017
65.7106
65.1239
64.7328
64.3416
63.7549
63.3638
62.9727
62.5815
62.386
61.9948
61.7993
61.4081
61.2126
60.8214
60.6259
60.2347
60.0392
59.648
59.4525
59.2569
58.8657
58.6702
58.279
58.0835
57.6923
57.3012
56.9101
56.7145
56.3234
56.1278
56.5189
57.8879
61.017
66.4929
73.9244
82.725
91.7211
100.1304
107.1709
112.4512
116.167
118.3182
119.296
119.6872
119.6872
119.4916
118.9049
118.3182
117.3404
116.167
114.798
113.2335
111.2778
108.931
106.3886
103.4551
100.1304
96.6102
92.6989
88.9831
85.4629
82.1383
79.4003
77.0535
75.0978
73.7289
72.9466
72.3599
71.9688
71.7732
71.5776
71.5776
71.5776
71.5776
71.3821
71.3821
71.1865
70.9909
70.7954
70.5998
70.4042
70.0131
69.6219
69.0352
68.6441
68.0574
67.4707
67.0796
66.4929
65.9062
65.515
64.9283
64.3416
63.7549
63.3638
62.7771
62.386
61.7993
61.4081
61.2126
60.8214
60.4303
60.2347
59.8436
59.648
59.2569
59.0613
58.6702
58.279
58.0835
57.8879
57.6923
57.3012
57.1056
56.9101
56.5189
56.1278
55.7367
55.5411
55.15
54.7588
54.5633
54.5633
55.15
57.3012
61.4081
67.4707
75.6845
84.4851
93.2856
101.1083
107.3664
112.06
115.1891
116.9492
117.7315
117.9271
117.7315
117.3404
116.5581
115.7758
114.798
113.429
111.8645
110.1044
107.9531
105.6063
102.8684
99.7393
96.4147
92.6989
88.9831
85.4629
81.9427
79.0092
76.6624
74.7067
73.1422
72.1643
71.7732
71.3821
71.1865
71.1865
71.1865
71.1865
71.3821
71.3821
71.3821
71.3821
71.3821
71.1865
70.9909
70.7954
70.5998
70.2087
69.8175
69.4264
69.0352
68.4485
68.0574
67.4707
67.0796
66.4929
65.9062
65.3195
64.9283
64.3416
63.9505
63.3638
62.9727
62.386
61.9948
61.7993
61.4081
61.017
60.8214
60.4303
60.2347
60.0392
59.8436
59.4525
59.2569
59.0613
58.8657
58.4746
58.279
58.0835
57.8879
57.4968
57.1056
56.7145
56.5189
56.1278
55.9322
56.1278
57.4968
60.6259
66.1017
73.5333
82.3338
91.5255
99.9349
106.9753
112.4512
115.9714
118.1226
119.296
119.6872
119.6872
119.4916
119.1005
118.3182
117.5359
116.3625
115.1891
113.6246
111.6689
109.5177
106.9753
104.0418
100.9127
97.1969
93.4812
89.9609
86.2452
82.9205
79.987
77.6402
75.6845
74.12
73.3377
72.5555
72.1643
72.1643
71.9688
71.7732
71.7732
71.7732
71.7732
71.5776
71.5776
71.3821
71.1865
70.9909
70.5998
70.4042
70.0131
69.6219
69.0352
68.6441
68.253
67.6663
67.2751
66.6884
66.1017
65.515
64.9283
64.5372
63.9505
63.5594
62.9727
62.5815
62.1904
61.7993
61.4081
61.2126
61.017
60.6259
60.4303
60.0392
59.8436
59.648
59.2569
59.0613
58.6702
58.4746
58.279
57.8879
57.6923
57.3012
56.9101
56.7145
56.3234
55.9322
55.5411
55.3455
55.7367
56.9101
59.8436
65.1239
72.5555
81.356
90.5476
99.1526
106.3886
112.06
115.9714
118.3182
119.4916
119.6872
119.6872
119.4916
118.9049
118.3182
117.3404
116.3625
114.798
113.2335
111.2778
109.1265
106.5842
103.6507
100.326
96.6102
92.8945
89.1787
85.6585
82.1383
79.2047
76.6624
74.7067
73.1422
72.1643
71.5776
71.1865
